"WHO_region","Country","ISO2","Country_ID","ADMIN1_NAME","ADMIN1_ID","IU_Name","District_ID","IU_ID","Endemicity","MDA_start_APOC","LF_MDA_duration","start_year","end_year","Period","PopReq","PopTreat","Cov","MDA","EffMDA","MDA_n","EffMDA_n","MDA_left","Mapping_gap","Composite_IU_ID"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Ijero",1836,36587,"Endemic",2009,8,2017,2017,"Annual",263892,241199,91.40064875,1,1,1,1,3,0,"ANGA0378736587"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Ikere",1837,36588,"Endemic",2011,6,2017,2017,"Annual",154674,132412,85.60714794,1,1,1,1,3,0,"ANGA0378736588"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Ilejemeje",1839,36590,"Endemic",2009,8,2017,2017,"Annual",45692,46171,101.0483236,1,1,1,1,0,0,"ANGA0378736590"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Ikole",1838,36589,"Endemic",2011,6,2017,2017,"Annual",176803,180359,102.0112781,1,1,1,1,3,0,"ANGA0378736589"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Irepodun-Ifelodun",1840,36591,"Endemic",2009,8,2017,2017,"Annual",135564,137537,101.4554011,1,1,1,1,3,0,"ANGA0378736591"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Ise-Oron",1841,36592,"Endemic",2011,6,2017,2017,"Annual",119404,131098,109.7936418,1,1,1,1,3,0,"ANGA0378736592"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Moba",1842,36593,"Endemic",2011,6,2017,2017,"Annual",153772,156060,101.4879172,1,1,1,1,3,0,"ANGA0378736593"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Oye",1843,36594,"Endemic",2011,6,2017,2017,"Annual",140876,150240,106.6469803,1,1,1,1,3,0,"ANGA0378736594"
"AFRO","Nigeria","NG",34,"Enugu",467,"Aninri",1844,36595,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378836595"
"AFRO","Nigeria","NG",34,"Enugu",467,"Awgu",1845,36596,"Endemic",2014,3,2017,2017,"Annual",207975,200343,96.33032816,1,1,1,1,2,0,"ANGA0378836596"
"AFRO","Nigeria","NG",34,"Enugu",467,"Enugu East",1846,36597,"Endemic",2014,3,2017,2017,"Annual",292951,268278,91.57777239,1,1,1,1,2,0,"ANGA0378836597"
"AFRO","Nigeria","NG",34,"Enugu",467,"Enugu North",1847,36598,"Endemic",2014,3,2017,2017,"Annual",257014,244218,95.02128289,1,1,1,1,2,0,"ANGA0378836598"
"AFRO","Nigeria","NG",34,"Enugu",467,"Enugu South",1848,36599,"Endemic",2014,3,2017,2017,"Annual",208594,203479,97.54786811,1,1,1,1,2,0,"ANGA0378836599"
"AFRO","Nigeria","NG",34,"Enugu",467,"Igbo-Eze North",1851,36602,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378836602"
"AFRO","Nigeria","NG",34,"Enugu",467,"Eze-Agu",1849,36600,"Endemic",2014,3,2017,2017,"Annual",178148,171547,96.29465388,1,1,1,1,2,0,"ANGA0378836600"
"AFRO","Nigeria","NG",34,"Enugu",467,"Igbo Etiti",1850,36601,"Endemic",2015,2,2017,2017,"Annual",219642,220361,100.3273509,1,1,1,1,3,0,"ANGA0378836601"
"AFRO","Nigeria","NG",34,"Enugu",467,"Igbo-Eze South",1852,36603,"Endemic",2014,3,2017,2017,"Annual",154646,149191,96.47258901,1,1,1,1,2,0,"ANGA0378836603"
"AFRO","Nigeria","NG",34,"Enugu",467,"Nkanu West",1855,36606,"Endemic",2014,3,2017,2017,"Annual",153982,145464,94.46818459,1,1,1,1,2,0,"ANGA0378836606"
"AFRO","Nigeria","NG",34,"Enugu",467,"Isi-Uzo",1853,36604,"Endemic",2014,3,2017,2017,"Annual",155786,131147,84.18407302,1,1,1,1,2,0,"ANGA0378836604"
"AFRO","Nigeria","NG",34,"Enugu",467,"Nkanu East",1854,36605,"Endemic",2014,3,2017,2017,"Annual",156163,141363,90.52272305,1,1,1,1,2,0,"ANGA0378836605"
"AFRO","Nigeria","NG",34,"Enugu",467,"Nsukka",1856,36607,"Endemic",2014,3,2017,2017,"Annual",325012,330299,101.6267092,1,1,1,1,2,0,"ANGA0378836607"
"AFRO","Nigeria","NG",34,"Enugu",467,"Oji River",1857,36608,"Endemic",2014,3,2017,2017,"Annual",132874,120308,90.54292036,1,1,1,1,2,0,"ANGA0378836608"
"AFRO","Nigeria","NG",34,"Enugu",467,"Udenu",1858,36609,"Endemic",2014,3,2017,2017,"Annual",187331,186250,99.42294655,1,1,1,1,2,0,"ANGA0378836609"
"AFRO","Nigeria","NG",34,"Borno",461,"Bama",1729,36480,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378236480"
"AFRO","Nigeria","NG",34,"Borno",461,"Mobbar",1749,36500,"Endemic",null,null,2017,2017,"Annual",0,0,0,0,0,0,0,5,0,"ANGA0378236500"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Silame",2304,37055,"Endemic",2016,1,2017,2017,"Annual",109563,107462,98.08238183,1,1,1,1,3,0,"ANGA0380837055"
"AFRO","Nigeria","NG",34,"Enugu",467,"Udi",1859,36610,"Endemic",2014,3,2017,2017,"Annual",245625,220017,89.57435115,1,1,1,1,2,0,"ANGA0378836610"
"AFRO","Nigeria","NG",34,"Enugu",467,"Uzo-Uwani",1860,36611,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378836611"
"AFRO","Nigeria","NG",34,"Fct, Abuja",468,"Abaji",1861,36613,"Endemic",2011,6,2017,2017,"Annual",61348,66742,108.7924627,1,1,1,1,0,0,"ANGA0378936613"
"AFRO","Nigeria","NG",34,"Borno",461,"Marte",1748,36499,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378236499"
"AFRO","Nigeria","NG",34,"Borno",461,"Monguno",1750,36501,"Endemic",null,null,2017,2017,"Annual",0,0,0,0,0,0,0,5,0,"ANGA0378236501"
"AFRO","Nigeria","NG",34,"Borno",461,"Ngala",1751,36502,"Endemic",null,null,2017,2017,"Annual",0,0,0,0,0,0,0,5,0,"ANGA0378236502"
"AFRO","Nigeria","NG",34,"Borno",461,"Nganzai",1752,36503,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378236503"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Sokoto North",2305,37057,"Non-endemic",2016,1,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380837057"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Sokoto South",2306,37056,"Endemic",2016,1,2017,2017,"Annual",204595,199328,97.42564579,1,1,1,1,4,0,"ANGA0380837056"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Tambuwal",2307,37058,"Endemic",2011,6,2017,2017,"Annual",236103,232755,98.58197482,1,1,1,1,0,0,"ANGA0380837058"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Tangaza",2308,37059,"Endemic",2016,1,2017,2017,"Annual",119508,115757,96.86129799,1,1,1,1,3,0,"ANGA0380837059"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Tureta",2309,37060,"Endemic",2011,6,2017,2017,"Annual",71766,68560,95.53270351,1,1,1,1,0,0,"ANGA0380837060"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Wamakko",2310,37061,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380837061"
"AFRO","Nigeria","NG",34,"Rivers",486,"Tai",2289,37040,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380737040"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Bodinga",2291,37042,"Endemic",2015,2,2017,2017,"Annual",184118,171606,93.20435807,1,1,1,1,2,0,"ANGA0380837042"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Binji",2290,37041,"Endemic",2016,1,2017,2017,"Annual",110244,99695,90.43122528,1,1,1,1,3,0,"ANGA0380837041"
"AFRO","Nigeria","NG",34,"Anambra",457,"Anaocha",1658,36409,"Endemic",2014,3,2017,2017,"Annual",299157,229963,76.87033899,1,1,1,1,1,0,"ANGA0377836409"
"AFRO","Nigeria","NG",34,"Anambra",457,"Awka North",1659,36410,"Endemic",2014,3,2017,2017,"Annual",118201,85834,72.61698294,1,1,1,1,1,0,"ANGA0377836410"
"AFRO","Nigeria","NG",34,"Anambra",457,"Awka South",1660,36411,"Endemic",2014,3,2017,2017,"Annual",198439,129907,65.46445003,1,1,1,1,1,0,"ANGA0377836411"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Nsit-Ubium",1644,36395,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0377736395"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Dange Shuni",2292,37043,"Endemic",2015,2,2017,2017,"Annual",204209,180418,88.34968096,1,1,1,1,2,0,"ANGA0380837043"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Obot-Akara",1645,36396,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0377736396"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Okobo",1646,36397,"Endemic",2011,5,2017,2017,"Annual",109226,98571,90.24499661,1,1,1,1,4,0,"ANGA0377736397"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Onna",1647,36398,"Endemic",2011,5,2017,2017,"Annual",129501,126213,97.46102347,1,1,1,1,3,0,"ANGA0377736398"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Oron",1648,36399,"Endemic",2011,5,2017,2017,"Annual",91805,74773,81.44763357,1,1,1,1,4,0,"ANGA0377736399"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Oruk-Anam",1649,36400,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0377736400"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Udung-Ukot",1650,36401,"Endemic",2011,5,2017,2017,"Annual",55924,45454,81.27816322,1,1,1,1,4,0,"ANGA0377736401"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Ukanafun",1651,36402,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0377736402"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Uruan",1652,36403,"Endemic",2015,2,2017,2017,"Annual",124176,120989,97.43348151,1,1,1,1,1,0,"ANGA0377736403"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Goronyo",2294,37045,"Endemic",2011,6,2017,2017,"Annual",191351,185890,97.14608233,1,1,1,1,0,0,"ANGA0380837045"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Gudu",2295,37046,"Endemic",2016,1,2017,2017,"Annual",100289,91191,90.92821745,1,1,1,1,3,0,"ANGA0380837046"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Urue-Offong-Oruko",1653,36404,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0377736404"
"AFRO","Nigeria","NG",34,"Anambra",457,"Aguata",1655,36406,"Endemic",2014,3,2017,2017,"Annual",388558,275895,71.00484355,1,1,1,1,1,0,"ANGA0377836406"
"AFRO","Nigeria","NG",34,"Akwa Ibom",456,"Uyo",1654,36405,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0377736405"
"AFRO","Nigeria","NG",34,"Anambra",457,"Anambra East",1656,36407,"Endemic",2014,1,2017,2017,"Annual",160948,160454,99.69306857,1,1,1,1,3,0,"ANGA0377836407"
"AFRO","Nigeria","NG",34,"Anambra",457,"Anambra West",1657,36408,"Endemic",2014,1,2017,2017,"Annual",175731,175142,99.66482863,1,1,1,1,3,0,"ANGA0377836408"
"AFRO","Nigeria","NG",34,"Abia",454,"Umunneochi",1602,36351,"Endemic",2014,3,2017,2017,"Annual",172071,157937,91.78594882,1,1,1,1,2,0,"ANGA0377536351"
"AFRO","Nigeria","NG",34,"Oyo",484,"Lagelu",2236,36987,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380536987"
"AFRO","Nigeria","NG",34,"Adamawa",455,"Demsa",1603,36354,"Endemic",2015,1,2017,2017,"Annual",189204,153824,81.30060675,1,1,1,1,4,0,"ANGA0377636354"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Gada",2293,37044,"Endemic",2011,6,2017,2017,"Annual",260598,216454,83.06049931,1,1,1,1,0,0,"ANGA0380837044"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Gwadabawa",2296,37047,"Endemic",2011,6,2017,2017,"Annual",242849,232215,95.6211473,1,1,1,1,0,0,"ANGA0380837047"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Illela",2297,37048,"Endemic",2011,6,2017,2017,"Annual",157964,143255,90.6883847,1,1,1,1,1,0,"ANGA0380837048"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Isa",2298,37049,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380837049"
"AFRO","Nigeria","NG",34,"Oyo",484,"Iwajowa",2234,36985,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380536985"
"AFRO","Nigeria","NG",34,"Oyo",484,"Kajola",2235,36986,"Endemic",2015,1,2017,2017,"Annual",210980,116397,55.16968433,1,0,1,0,5,0,"ANGA0380536986"
"AFRO","Nigeria","NG",34,"Oyo",484,"Ogbomosho North",2237,36988,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380536988"
"AFRO","Nigeria","NG",34,"Oyo",484,"Ogbomosho South",2238,36989,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380536989"
"AFRO","Nigeria","NG",34,"Oyo",484,"Ogo-Oluwa",2239,36990,"Endemic",2014,2,2017,2017,"Annual",68422,67301,98.36163807,1,1,1,1,4,0,"ANGA0380536990"
"AFRO","Nigeria","NG",34,"Oyo",484,"Olorunsogo",2240,36991,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380536991"
"AFRO","Nigeria","NG",34,"Oyo",484,"Oluyole",2241,36992,"Endemic",2015,1,2017,2017,"Annual",0,0,0,0,0,0,0,5,0,"ANGA0380536992"
"AFRO","Nigeria","NG",34,"Oyo",484,"Ona-Ara",2242,36993,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380536993"
"AFRO","Nigeria","NG",34,"Oyo",484,"Oyo-East",2245,36996,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380536996"
"AFRO","Nigeria","NG",34,"Oyo",484,"Orelope",2243,36994,"Endemic",2015,1,2017,2017,"Annual",109629,102324,93.33661714,1,1,1,1,3,0,"ANGA0380536994"
"AFRO","Nigeria","NG",34,"Oyo",484,"Orire",2244,36995,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380536995"
"AFRO","Nigeria","NG",34,"Oyo",484,"Oyo-West",2246,36997,"Endemic",2014,2,2017,2017,"Annual",143003,124013,86.72055831,1,1,1,1,3,0,"ANGA0380536997"
"AFRO","Nigeria","NG",34,"Oyo",484,"Saki West",2248,36999,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380536999"
"AFRO","Nigeria","NG",34,"Oyo",484,"Saki East",2247,36998,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380536998"
"AFRO","Nigeria","NG",34,"Oyo",484,"Surulere (Oyo)",2249,37000,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380537000"
"AFRO","Nigeria","NG",34,"Plateau",485,"Barkin Ladi",2250,37001,"Under surveillance",2002,8,2017,2017,"Annual",0,0,0,99,99,99,99,99,0,"ANGA0380637001"
"AFRO","Nigeria","NG",34,"Plateau",485,"Bassa (Plateau)",2251,37002,"Under surveillance",2001,11,2017,2017,"Annual",0,0,0,99,99,99,99,99,0,"ANGA0380637002"
"AFRO","Nigeria","NG",34,"Plateau",485,"Bokkos",2252,37003,"Under surveillance",2001,11,2017,2017,"Annual",0,0,0,99,99,99,99,99,0,"ANGA0380637003"
"AFRO","Nigeria","NG",34,"Plateau",485,"Jos East",2253,37004,"Under surveillance",2001,11,2017,2017,"Annual",0,0,0,99,99,99,99,99,0,"ANGA0380637004"
"AFRO","Nigeria","NG",34,"Plateau",485,"Jos North",2254,37005,"Under surveillance",2001,9,2017,2017,"Annual",0,0,0,99,99,99,99,99,0,"ANGA0380637005"
"AFRO","Nigeria","NG",34,"Plateau",485,"Jos South",2255,37006,"Under surveillance",2001,11,2017,2017,"Annual",0,0,0,99,99,99,99,99,0,"ANGA0380637006"
"AFRO","Nigeria","NG",34,"Kwara",477,"Patigi",2090,36841,"Endemic",2015,2,2017,2017,"Annual",117896,119546,101.3995386,1,1,1,1,3,0,"ANGA0379836841"
"AFRO","Nigeria","NG",34,"Lagos",478,"Agege",2091,36842,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379936842"
"AFRO","Nigeria","NG",34,"Lagos",478,"Ajeromi-Ifelodun",2092,36843,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379936843"
"AFRO","Nigeria","NG",34,"Lagos",478,"Alimosho",2093,36844,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379936844"
"AFRO","Nigeria","NG",34,"Lagos",478,"Amuwo Odofin",2094,36845,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379936845"
"AFRO","Nigeria","NG",34,"Lagos",478,"Apapa",2095,36846,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379936846"
"AFRO","Nigeria","NG",34,"Lagos",478,"Epe",2097,36848,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379936848"
"AFRO","Nigeria","NG",34,"Borno",461,"Gwoza",1737,36488,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378236488"
"AFRO","Nigeria","NG",34,"Borno",461,"Kala/Balge",1741,36492,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378236492"
"AFRO","Nigeria","NG",34,"Borno",461,"Konduga",1742,36493,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378236493"
"AFRO","Nigeria","NG",34,"Lagos",478,"Badagry",2096,36847,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379936847"
"AFRO","Nigeria","NG",34,"Lagos",478,"Eti-Osa+Lagoon",2098,36849,"Endemic",null,null,2017,2017,"Annual",0,0,0,0,0,0,0,5,0,"ANGA0379936849"
"AFRO","Nigeria","NG",34,"Lagos",478,"Ijebu-Lekki",2100,36850,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379936850"
"AFRO","Nigeria","NG",34,"Lagos",478,"Ifako-Ijaiye",2099,36851,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379936851"
"AFRO","Nigeria","NG",34,"Lagos",478,"Ikeja",2101,36852,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379936852"
"AFRO","Nigeria","NG",34,"Lagos",478,"Ikorodu",2102,36853,"Endemic",null,null,2017,2017,"Annual",0,0,0,0,0,0,0,5,0,"ANGA0379936853"
"AFRO","Nigeria","NG",34,"Lagos",478,"Kosofe",2103,36854,"Endemic",null,null,2017,2017,"Annual",0,0,0,0,0,0,0,5,0,"ANGA0379936854"
"AFRO","Nigeria","NG",34,"Lagos",478,"Lagos Island",2104,36855,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379936855"
"AFRO","Nigeria","NG",34,"Lagos",478,"Lagos Mainland",2105,36856,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379936856"
"AFRO","Nigeria","NG",34,"Borno",461,"Maiduguri",1747,36498,"Endemic",null,null,2017,2017,"Annual",0,0,0,0,0,0,0,5,0,"ANGA0378236498"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Kebbe",2299,37050,"Endemic",2011,6,2017,2017,"Annual",130849,127810,97.67747556,1,1,1,1,0,0,"ANGA0380837050"
"AFRO","Nigeria","NG",34,"Borno",461,"Hawul",1738,36489,"Endemic",null,null,2017,2017,"Annual",0,0,0,0,0,0,0,5,0,"ANGA0378236489"
"AFRO","Nigeria","NG",34,"Borno",461,"Jere",1739,36490,"Endemic",null,null,2017,2017,"Annual",0,0,0,0,0,0,0,5,0,"ANGA0378236490"
"AFRO","Nigeria","NG",34,"Borno",461,"Kaga",1740,36491,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378236491"
"AFRO","Nigeria","NG",34,"Borno",461,"Kukawa",1743,36494,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378236494"
"AFRO","Nigeria","NG",34,"Borno",461,"Kwaya/Kusar",1744,36495,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378236495"
"AFRO","Nigeria","NG",34,"Kaduna",472,"Kachia",1939,36690,"Endemic",2010,7,2017,2017,"Annual",256408,253115,98.7157187,1,1,1,1,0,0,"ANGA0379336690"
"AFRO","Nigeria","NG",34,"Kaduna",472,"Kagarko",1942,36693,"Endemic",2010,7,2017,2017,"Annual",252911,247739,97.95501184,1,1,1,1,0,0,"ANGA0379336693"
"AFRO","Nigeria","NG",34,"Edo",465,"Esan North East",1813,36564,"Endemic",2014,3,2017,2017,"Annual",122218,121986,99.81017526,1,1,1,1,3,0,"ANGA0378636564"
"AFRO","Nigeria","NG",34,"Edo",465,"Esan South East",1814,36565,"Endemic",2014,3,2017,2017,"Annual",171757,157385,91.63236433,1,1,1,1,3,0,"ANGA0378636565"
"AFRO","Nigeria","NG",34,"Edo",465,"Esan West",1815,36566,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378636566"
"AFRO","Nigeria","NG",34,"Edo",465,"Etsako Central",1816,36567,"Endemic",2015,1,2017,2017,"Annual",96851,90559,93.50342278,1,1,1,1,4,0,"ANGA0378636567"
"AFRO","Nigeria","NG",34,"Edo",465,"Etsako East",1817,36568,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378636568"
"AFRO","Nigeria","NG",34,"Kaduna",472,"Kaduna North",1940,36691,"Endemic",2016,1,2017,2017,"Annual",375461,269438,71.76191402,1,1,1,1,4,0,"ANGA0379336691"
"AFRO","Nigeria","NG",34,"Kaduna",472,"Kaduna South",1941,36692,"Endemic",2016,1,2017,2017,"Annual",422377,317708,75.21905786,1,1,1,1,3,0,"ANGA0379336692"
"AFRO","Nigeria","NG",34,"Kaduna",472,"Kajuru Gwagwada",1943,36694,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379336694"
"AFRO","Nigeria","NG",34,"Kaduna",472,"Kaura",1944,36695,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379336695"
"AFRO","Nigeria","NG",34,"Kaduna",472,"Makarfi",1949,36700,"Endemic",2015,2,2017,2017,"Annual",153523,151541,98.70898823,1,1,1,1,2,0,"ANGA0379336700"
"AFRO","Nigeria","NG",34,"Kaduna",472,"Kauru",1945,36696,"Endemic",2010,7,2017,2017,"Annual",233634,225850,96.66829314,1,1,1,1,0,0,"ANGA0379336696"
"AFRO","Nigeria","NG",34,"Kaduna",472,"Kubau",1946,36697,"Endemic",2015,2,2017,2017,"Annual",296054,295821,99.92129814,1,1,1,1,2,0,"ANGA0379336697"
"AFRO","Nigeria","NG",34,"Kaduna",472,"Kudan",1947,36698,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379336698"
"AFRO","Nigeria","NG",34,"Kaduna",472,"Lere",1948,36699,"Endemic",2015,2,2017,2017,"Annual",347609,340716,98.01702488,1,1,1,1,2,0,"ANGA0379336699"
"AFRO","Nigeria","NG",34,"Kaduna",472,"Sabon-Gari",1950,36701,"Endemic",2015,2,2017,2017,"Annual",301120,282224,93.72476089,1,1,1,1,2,0,"ANGA0379336701"
"AFRO","Nigeria","NG",34,"Gombe",469,"Gombe",1872,36623,"Endemic",null,null,2017,2017,"Annual",281311,291916,103.769849,1,1,1,1,3,0,"ANGA0379036623"
"AFRO","Nigeria","NG",34,"Rivers",486,"Ahoada West",2269,37020,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0380737020"
"AFRO","Nigeria","NG",34,"Zamfara",490,"Zurmi",2359,37110,"Endemic",2011,6,2017,2017,"Annual",308432,275167,89.21480261,1,1,1,1,1,0,"ANGA0381137110"
"AFRO","Nigeria","NG",34,"Rivers",486,"Akuku Toru",2270,37021,"Endemic",null,null,2017,2017,"Annual",0,0,0,0,0,0,0,5,0,"ANGA0380737021"
"AFRO","Nigeria","NG",34,"Zamfara",490,"Tsafe",2358,37109,"Endemic",2011,6,2017,2017,"Annual",279221,271529,97.24519288,1,1,1,1,0,0,"ANGA0381137109"
"AFRO","Nigeria","NG",34,"Fct, Abuja",468,"Kwali",1866,36617,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0378936617"
"AFRO","Nigeria","NG",34,"Gombe",469,"Akko",1867,36618,"Non-endemic",null,null,2017,2017,"Annual",0,0,0,999,999,999,999,999,0,"ANGA0379036618"
"AFRO","Nigeria","NG",34,"Gombe",469,"Balanga",1868,36619,"Endemic",2015,2,2017,2017,"Annual",223106,242465,108.6770414,1,1,1,1,2,0,"ANGA0379036619"
"AFRO","Nigeria","NG",34,"Gombe",469,"Billiri",1869,36620,"Endemic",2015,2,2017,2017,"Annual",212184,182438,85.98103533,1,1,1,1,3,0,"ANGA0379036620"
"AFRO","Nigeria","NG",34,"Gombe",469,"Dukku",1870,36621,"Endemic",2016,1,2017,2017,"Annual",217481,216863,99.71583725,1,1,1,1,3,0,"ANGA0379036621"
"AFRO","Nigeria","NG",34,"Gombe",469,"Funna-Kaye",1871,36622,"Endemic",2016,1,2017,2017,"Annual",247814,255345,103.0389728,1,1,1,1,3,0,"ANGA0379036622"
"AFRO","Nigeria","NG",34,"Gombe",469,"Kaltungo",1873,36624,"Endemic",2015,2,2017,2017,"Annual",157246,155999,99.20697506,1,1,1,1,2,0,"ANGA0379036624"
"AFRO","Nigeria","NG",34,"Gombe",469,"Kwami",1874,36625,"Endemic",2015,2,2017,2017,"Annual",204998,201600,98.34242285,1,1,1,1,2,0,"ANGA0379036625"
"AFRO","Nigeria","NG",34,"Gombe",469,"Nafada",1875,36626,"Endemic",2016,1,2017,2017,"Annual",145049,145036,99.99103751,1,1,1,1,3,0,"ANGA0379036626"
"AFRO","Nigeria","NG",34,"Gombe",469,"Shongom",1876,36627,"Endemic",2015,2,2017,2017,"Annual",159046,158878,99.89437018,1,1,1,1,2,0,"ANGA0379036627"
