district_names,total_treatment_alb_mbd,total_target_alb,total_target_mbd,lf_alb_total_procured,sac_alb_total_procured,sth_mbd_total_procured,pzq_total_treatment,pzq_total_procured,ivm_total_treatment,ivm_total_procured
Mopa-Muro,11845.0,0.0,28428.0,0.0,0.0,16694.0,0.0,0.0,47380.0,132930.0
Moro,29263.0,0.0,29263.0,117637.0,0.0,0.0,13519.44,0.0,187763.902924375,328398.8
Mubi North,40635.0,0.0,0.0,163353.0,0.0,0.0,18773.370000000003,0.0,162540.0,456023.0
Mubi South,34681.0,0.0,0.0,139419.0,0.0,0.0,42311.2,60753.5,138725.0,389207.0
Munya,27880.0,0.0,133824.0,0.0,0.0,78585.0,34013.6,48839.0,74194.77030656247,208161.3568583749
Musawa,46187.0,0.0,0.0,185673.0,0.0,0.0,56348.4,80908.5,184749.0,518332.19999999995
Mushin,170265.0,0.0,0.0,684467.0,0.0,0.0,0.0,0.0,681061.0,1910784.7999999998
Nafada (Bajoga),37169.0,0.0,0.0,149419.0,0.0,0.0,17171.88,42972.700000000004,241858.88422656246,417123.0
Nangere,16571.0,0.0,0.0,66615.0,0.0,0.0,7655.67,0.0,90737.31230406249,185964.39999999997
Nasarawa,105776.0,0.0,61273.5,322586.5,0.0,35981.5,68220.85500000001,44723.75,320981.5,900545.7
Nasarawa-Eggon,40112.0,0.0,0.0,0.0,0.0,0.0,18531.81,46376.525,160449.0,450156.19999999995
Ndokwa East,27751.0,0.0,94353.0,111559.0,0.0,39111.0,33855.9,48612.75,186479.9593603125,311430.39999999997
Ndokwa West,40165.0,0.0,192792.0,0.0,0.0,113212.0,18556.23,0.0,160660.0,450748.0
Nembe,35218.0,0.0,0.0,141576.0,0.0,0.0,0.0,0.0,140871.0,395227.8
Ngala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nganzai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ngaski,33559.0,0.0,0.0,134909.0,0.0,0.0,134237.0,117575.5,185121.89120749998,376615.6
Ngor-Okpala,43018.0,0.0,43018.0,172933.0,0.0,0.0,0.0,0.0,238148.88878374998,668150.8885944999
Nguru,23622.0,0.0,0.0,94962.0,0.0,0.0,28819.1,41380.75,146080.3314575,265099.2
Ningi,104142.0,0.0,0.0,418651.0,0.0,0.0,127053.3,182431.75,528771.9564555619,1168723.4
Njaba,39031.0,0.0,39031.0,156907.0,0.0,0.0,0.0,0.0,215566.76568531248,604794.943918875
Njikoka,39934.0,0.0,39934.0,160534.0,0.0,0.0,18449.31,0.0,195681.3290709375,549003.7213986249
Nkanu East,40017.0,0.0,0.0,160869.0,0.0,0.0,48820.8,70101.0,221737.58467406247,622107.237087375
Nkanu West,39458.0,0.0,0.0,158621.0,0.0,0.0,18229.530000000002,0.0,218995.47989531248,614414.3437068749
Nkwere,21559.0,0.0,21559.0,86669.0,0.0,0.0,0.0,0.0,119068.81061875,334059.6697324999
Nnewi North,42383.0,0.0,42383.0,170379.0,0.0,0.0,19580.88,0.0,240162.66229562496,673800.4544277498
Nnewi South,62849.0,0.0,62849.0,252652.0,0.0,0.0,29036.04,0.0,291977.3432115625,819172.5609923748
Nsit Atai,20064.0,0.0,96308.0,0.0,0.0,56555.0,0.0,0.0,0.0,0.0
Nsit Ibom,29214.0,0.0,70114.0,0.0,0.0,41173.0,0.0,0.0,0.0,0.0
Nsit Ubiom,34491.0,0.0,165558.0,0.0,0.0,97220.0,0.0,0.0,0.0,0.0
Nsuka,83284.0,0.0,0.0,334803.0,0.0,0.0,38477.340000000004,0.0,409279.7792959375,1148275.3820286249
Numan,24402.0,0.0,0.0,98098.0,0.0,0.0,29770.7,42746.75,97609.0,273852.2
Nwangele,34556.0,0.0,34556.0,138917.0,0.0,0.0,15965.070000000002,39952.675,191933.88610687497,538489.8810992499
Obafemi-Owode,61556.0,0.0,209290.0,247455.0,0.0,86753.0,75098.0,107830.5,341393.7474296875,690803.3999999999
Obanliku,29675.0,0.0,0.0,0.0,0.0,0.0,36203.3,51983.25,47503.691560937485,266553.6727412499
Obi,33317.0,0.0,61347.5,53445.5,0.0,28217.5,25469.864999999998,46438.412500000006,96297.08065875,149200.6
Obio-Ngwa,48803.0,0.0,48803.0,196189.0,0.0,0.0,0.0,0.0,269533.92955156247,756205.0027443749
Obio/Akpor,125018.0,0.0,300043.0,0.0,0.0,176192.0,0.0,0.0,0.0,0.0
Obokun,31339.0,0.0,31339.0,125982.0,0.0,0.0,0.0,0.0,195756.18616406247,351696.0
Obot Akara,39884.0,0.0,191444.0,0.0,0.0,112421.0,0.0,0.0,0.0,0.0
Obowo,31770.0,0.0,31770.0,127716.0,0.0,0.0,0.0,0.0,171308.45795187497,480623.6822652499
Obubra,46384.0,0.0,0.0,186462.0,0.0,0.0,0.0,0.0,245389.79933218748,688466.4381301249
Obudu,43065.0,0.0,0.0,0.0,0.0,0.0,52539.3,75439.75,47325.31539781248,265552.7662277499
Odeda,29439.0,0.0,70654.0,0.0,0.0,41490.0,117757.0,103141.5,117757.0,330379.6
Odigbo,61959.0,0.0,61959.0,249077.0,0.0,0.0,75590.3,108537.75,247837.0,695331.6
Odo-Otin,36073.0,0.0,36073.0,145013.0,0.0,0.0,16665.66,0.0,176549.7109659375,404823.80000000005
Odogbolu,34193.0,0.0,34193.0,137457.0,0.0,0.0,15797.43,0.0,201863.52158468746,383730.39999999997
Odukpani,51763.0,0.0,248462.0,0.0,0.0,145903.0,0.0,0.0,93734.02457124999,525960.5375989999
Offa,24120.0,0.0,57888.0,0.0,0.0,33994.0,0.0,0.0,96481.0,270687.8
Ofu,51689.0,0.0,124054.0,0.0,0.0,72848.0,0.0,0.0,206757.0,580077.6
Ogba/Egbema/Ndoni,76392.0,0.0,183341.0,0.0,0.0,107662.0,0.0,0.0,0.0,0.0
Ogbadibo,34619.0,0.0,83086.0,0.0,0.0,48791.0,15994.11,0.0,138477.0,388511.6
Ogbaru,59681.0,0.0,0.0,239916.0,0.0,0.0,27572.49,0.0,238722.0,669758.6
Ogbia,48396.0,0.0,48396.0,194553.0,0.0,0.0,22359.15,0.0,193585.0,543123.0
Ogbomosho North,53451.0,0.0,128283.0,0.0,0.0,75331.0,24694.56,0.0,81400.46085656247,228377.2903983749
Ogbomosho South,27117.0,0.0,65081.0,0.0,0.0,38218.0,12528.12,0.0,41295.84786406248,115860.37401937494
Ogo Oluwa,17533.0,0.0,84158.0,70483.0,0.0,49420.0,21390.2,30713.5,44990.53037156249,126225.48504037496
Ogoja,46238.0,0.0,0.0,185876.0,0.0,0.0,56410.100000000006,80997.25,95303.20497656245,534765.9478687497
Ogori/Magongo,10657.0,0.0,25577.0,0.0,0.0,15020.0,0.0,0.0,42629.0,119600.2
Ogu/Bolo,20088.0,0.0,20088.0,80754.0,0.0,0.0,0.0,0.0,80352.0,225435.59999999998
Ogun Waterside,19618.0,0.0,94166.0,0.0,0.0,55297.0,23933.9,34366.25,78472.0,220161.59999999998
Oguta,38466.0,0.0,130784.0,154634.0,0.0,54212.0,0.0,0.0,153864.0,431681.19999999995
Ohafia,65938.0,0.0,65938.0,265073.0,0.0,0.0,0.0,0.0,321554.0582046875,902152.3629731247
Ohaji/Egbema,49099.0,0.0,166936.0,197377.0,0.0,69197.0,0.0,0.0,196395.0,551006.0
Ohaozara,39977.0,0.0,39977.0,160708.0,0.0,0.0,18469.440000000002,0.0,199031.54409531248,448638.4
Ohaukwu,52810.0,0.0,253488.0,212298.0,0.0,148854.0,64428.4,92510.5,105422.96155781246,295775.2923618749
Ohimini,19227.0,0.0,19227.0,77293.0,0.0,0.0,8882.94,0.0,153816.0,215773.4
Ojo,160868.0,0.0,772166.0,0.0,0.0,453433.0,0.0,0.0,0.0,0.0
Oju,45790.0,0.0,45790.0,184075.0,0.0,0.0,55863.600000000006,80213.5,277280.68365843745,513871.19999999995
Oke-Ero,15498.0,0.0,0.0,62303.0,0.0,0.0,7160.34,0.0,123986.0,173928.4
Okehi,53795.0,0.0,53795.0,216257.0,0.0,0.0,24853.29,0.0,294533.667181875,603712.7999999999
Okene,86143.0,0.0,86143.0,346294.0,0.0,0.0,0.0,0.0,448232.27618437493,966728.8
Okigwe,35569.0,0.0,35569.0,142987.0,0.0,0.0,16432.68,41123.7,193754.1840678125,543597.715389875
Okitipupa,62824.0,0.0,62824.0,252552.0,0.0,0.0,0.0,0.0,251295.0,705034.0
Okobo,27989.0,0.0,95163.0,112516.0,0.0,39447.0,0.0,0.0,111956.0,314103.8
Okpe,34975.0,0.0,167880.0,0.0,0.0,98583.0,0.0,0.0,139900.0,392504.0
Okpokwu,47514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128965.08288906247,361825.2320893749
Okrika,59720.0,0.0,59720.0,240075.0,0.0,0.0,0.0,0.0,238880.0,670202.0
Ola-Oluwa,20602.0,0.0,20602.0,82821.0,0.0,0.0,9518.19,0.0,118131.80039218749,231204.39999999997
Olamaboro,43077.0,0.0,103385.0,173171.0,0.0,60711.0,0.0,0.0,144346.93628249996,404980.4215909999
Olorunda,35441.0,0.0,35441.0,142472.0,0.0,0.0,43237.7,62084.25,174590.3953671875,397730.4
Olorunsogo,21991.0,0.0,52779.0,0.0,0.0,30994.0,10160.04,0.0,35422.68023562499,99382.50465974996
Oluyole,54529.0,0.0,185398.0,219205.0,0.0,76849.0,25192.2,0.0,267256.6329409375,611941.2
Omala,29158.0,0.0,29158.0,117215.0,0.0,0.0,0.0,0.0,233262.0,327220.8
Omumma,26996.0,0.0,91787.0,108525.0,0.0,38047.0,0.0,0.0,107985.0,302963.0
Ona-Ara,71295.0,0.0,342216.0,0.0,0.0,200957.0,32938.29,0.0,14389.304842187492,40371.05355812497
Ondo East,20108.0,0.0,20108.0,80836.0,0.0,0.0,9290.16,0.0,160866.0,225663.4
Ondo West,76301.0,0.0,76301.0,306733.0,0.0,0.0,0.0,0.0,411315.97470093746,856286.7999999999
Onicha,63701.0,0.0,152883.0,0.0,0.0,89777.0,29430.06,0.0,254806.0,714883.7999999999
Onitsha North,33607.0,0.0,0.0,135099.0,0.0,0.0,0.0,0.0,134426.0,377145.8
Onitsha South,36759.0,0.0,0.0,147773.0,0.0,0.0,16982.79,0.0,147037.0,412527.6
Onna,33185.0,0.0,159286.0,266804.0,0.0,93536.0,0.0,0.0,0.0,0.0
Onuimo,26695.0,0.0,26695.0,107315.0,0.0,0.0,12333.09,30863.725,141536.094199375,397094.06375825
Opopo/Nkoro,40753.0,0.0,138560.0,163828.0,0.0,57435.0,0.0,0.0,163012.0,457346.6
Oredo,100778.0,0.0,241867.0,0.0,0.0,142030.0,46559.37,0.0,0.0,0.0
Orelope,28092.0,0.0,28092.0,112931.0,0.0,0.0,12978.57,0.0,163366.0385971875,315263.19999999995
Orhionmwon,49147.0,0.0,235906.0,0.0,0.0,138530.0,0.0,0.0,196588.0,551547.3999999999
Ori Ire,40516.0,0.0,97238.0,0.0,0.0,57101.0,18718.260000000002,0.0,67657.54884312497,189820.1367607499
Oriade,39975.0,0.0,39975.0,160699.0,0.0,0.0,18468.45,0.0,218693.3728565625,448613.19999999995
Orji-River,34049.0,0.0,0.0,136878.0,0.0,0.0,15730.77,0.0,184806.2705521875,518492.5575461249
Orlu,38388.0,0.0,38388.0,154319.0,0.0,0.0,0.0,0.0,212011.5798384375,594820.423547625
Oron,23525.0,0.0,79985.0,94571.0,0.0,33155.0,0.0,0.0,94100.0,264007.0
Orsu,32278.0,0.0,109745.0,129758.0,0.0,45491.0,0.0,0.0,178750.02416625,501502.0676654999
Oru East,30078.0,0.0,30078.0,120913.0,0.0,0.0,13895.970000000001,34774.925,120311.0,337544.8
Oru West,31603.0,0.0,31603.0,127044.0,0.0,0.0,0.0,0.0,126411.0,354658.8
Oruk Anam,46440.0,0.0,222912.0,0.0,0.0,130899.0,0.0,0.0,0.0,0.0
Orumba North,46373.0,0.0,0.0,186420.0,0.0,0.0,21424.260000000002,0.0,233400.12860406248,654828.3600913748
Orumba South,50352.0,0.0,50352.0,202416.0,0.0,0.0,23262.690000000002,0.0,248960.259328125,698483.7261187498
Ose,38975.0,0.0,38975.0,156680.0,0.0,0.0,18006.45,0.0,238969.42594718747,437394.0
Oshimili North,31017.0,0.0,31017.0,124690.0,0.0,0.0,14329.92,0.0,185876.34052281248,348088.19999999995
Oshimili South,40240.0,0.0,96576.0,0.0,0.0,56712.0,18590.88,0.0,160960.0,451590.0
Oshodi-Isolo,167172.0,0.0,0.0,672032.0,0.0,0.0,77233.53,193277.825,668688.0,1876071.4
Oshogbo,42147.0,0.0,42147.0,169432.0,0.0,0.0,19471.98,0.0,168589.0,472994.19999999995
Osisioma Ngwa,59076.0,0.0,0.0,237487.0,0.0,0.0,0.0,0.0,326271.93193812494,915389.4094267499
Otorkpo,70382.0,0.0,0.0,282937.0,0.0,0.0,85866.3,123292.75,427630.55725343747,789858.2
Ovia North East,41382.0,0.0,198634.0,0.0,0.0,116643.0,0.0,0.0,165528.0,928810.7999999999
Ovia South West,36408.0,0.0,123787.0,146360.0,0.0,51311.0,16820.43,0.0,220792.60449894122,408582.8
Owan East,41526.0,0.0,141189.0,166936.0,0.0,58525.0,19185.21,0.0,239848.53159687496,672919.88847125
Owan West,26195.0,0.0,62868.0,0.0,0.0,36918.0,12102.09,0.0,104781.0,587947.6
Owerri North,47177.0,0.0,0.0,189653.0,0.0,0.0,21795.84,54544.6,239645.10812562497,672349.3027517499
Owerri West,26700.0,0.0,26700.0,107334.0,0.0,0.0,0.0,0.0,147460.934689375,413716.61713025
Owerri municipal,34217.0,0.0,34217.0,137554.0,0.0,0.0,15808.320000000002,39560.8,136869.0,384000.19999999995
Owo,58875.0,0.0,58875.0,236680.0,0.0,0.0,27200.58,0.0,332656.07843156246,660724.6
Oye,36098.0,0.0,36098.0,145114.0,0.0,0.0,16677.21,0.0,215788.38386624996,405106.6
Oyi,45196.0,0.0,45196.0,181688.0,0.0,0.0,0.0,0.0,213291.7311540625,598411.8472313749
Oyigbo,33000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oyo East,33312.0,0.0,159898.0,0.0,0.0,93896.0,15390.210000000001,0.0,18408.066814374997,51646.58708024999
Oyo West,36644.0,0.0,124590.0,147311.0,0.0,51645.0,16929.66,0.0,171589.51705125,411239.4
Oyun,25352.0,0.0,0.0,101916.0,0.0,0.0,11712.69,0.0,202816.0,284510.39999999997
Paikoro,42522.0,0.0,42522.0,170937.0,0.0,0.0,51876.2,74487.5,170086.0,477193.8
Pankshin,51559.0,0.0,0.0,0.0,0.0,0.0,62902.100000000006,90319.75,206236.0,578615.7999999999
Patani,18212.0,0.0,61920.0,73211.0,0.0,25666.0,22218.0,31902.0,72846.0,204376.8
Pategi,30211.0,0.0,0.0,121448.0,0.0,0.0,36857.1,52921.75,207441.97804624998,339037.39999999997
Port-Harcourt,145548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Potiskum,40517.0,0.0,0.0,0.0,0.0,0.0,18718.59,0.0,59599.714741562486,167213.20127637495
Quan'Pam,52970.0,0.0,0.0,0.0,0.0,0.0,24471.81,0.0,0.0,0.0
Rabah,40122.0,0.0,0.0,161291.0,0.0,0.0,48948.9,70284.75,160488.0,450265.39999999997
Rafi,48935.0,0.0,0.0,196719.0,0.0,0.0,59700.7,85722.25,295021.34663437493,549169.0
Rano,39120.0,0.0,0.0,157263.0,0.0,0.0,47726.4,68529.0,156480.0,439021.0
Remo north,16115.0,0.0,0.0,64782.0,0.0,0.0,19660.1,28230.25,95135.2848059375,180846.2
Rijau,47354.0,0.0,47354.0,190365.0,0.0,0.0,189417.0,165906.0,378834.0,531428.6
Rimi,41354.0,0.0,0.0,166243.0,0.0,0.0,50451.5,72441.75,165415.0,464088.99999999994
Rimin Gado,28186.0,0.0,28186.0,113309.0,0.0,0.0,34387.3,49376.25,112745.0,316318.0
Ringim,51650.0,0.0,0.0,207633.0,0.0,0.0,0.0,0.0,238670.621249375,579637.0
Riyom,35386.0,0.0,0.0,0.0,0.0,0.0,43170.600000000006,61987.0,0.0,0.0
Rogo,61258.0,0.0,61258.0,246257.0,0.0,0.0,74734.5,107309.25,288785.2599340625,687459.8
Roni,20932.0,0.0,0.0,84145.0,0.0,0.0,9670.32,0.0,108237.71057437499,234901.8
Sabo-Gari,77162.0,0.0,77162.0,310192.0,0.0,0.0,94137.70000000001,135169.75,308648.0,865943.3999999999
Sabon Bimi,55840.0,0.0,0.0,224475.0,0.0,0.0,68124.1,97816.75,223358.0,626653.3999999999
Sabuwa,36594.0,0.0,0.0,147110.0,0.0,0.0,16906.56,0.0,146378.0,410678.39999999997
Safana,49432.0,0.0,0.0,198718.0,0.0,0.0,60307.3,86593.25,197729.0,554749.2
Sagbama,50338.0,0.0,0.0,202359.0,0.0,0.0,0.0,0.0,201352.0,564913.6
Sakaba,24191.0,0.0,0.0,97248.0,0.0,0.0,11176.11,0.0,137302.1906959375,271481.2
Saki East,29648.0,0.0,71155.0,0.0,0.0,41784.0,36170.3,51935.75,84291.56757968746,236489.38922312486
Saki West,74776.0,0.0,358926.0,0.0,0.0,210770.0,91227.3,130989.75,18787.77844874999,52711.779656499966
Sandamu,36927.0,0.0,0.0,148448.0,0.0,0.0,17060.34,0.0,147709.0,414413.19999999995
Sanga,40167.0,0.0,0.0,161473.0,0.0,0.0,49004.0,70363.5,321338.0,450773.19999999995
Sapele,46234.0,0.0,221924.0,0.0,0.0,130320.0,21360.24,0.0,184937.0,518859.6
Sardauna,60369.0,0.0,144885.0,0.0,0.0,85080.0,27890.280000000002,0.0,241474.0,677480.2
Shagamu,68162.0,0.0,0.0,274013.0,0.0,0.0,31490.91,0.0,402404.41291874996,764944.2
Shagari,42072.0,0.0,0.0,169128.0,0.0,0.0,51327.2,73699.0,168286.0,472143.8
Shanga,34199.0,0.0,0.0,137482.0,0.0,0.0,41723.3,59908.75,273596.0,383801.39999999997
Shani,27521.0,0.0,0.0,110635.0,0.0,0.0,0.0,0.0,220168.0,308852.19999999995
Shanono,37820.0,0.0,37820.0,152037.0,0.0,0.0,46140.4,66252.0,151280.0,424432.0
Shelleng,40096.0,0.0,0.0,161187.0,0.0,0.0,48917.5,70239.75,210536.95944812498,449977.0
Shendam,55952.0,0.0,0.0,0.0,0.0,0.0,68261.5,98014.25,0.0,0.0
Shinkafi,36487.0,0.0,0.0,146676.0,0.0,0.0,44513.5,63915.25,145946.0,409466.8
Shira,62942.0,0.0,0.0,0.0,0.0,0.0,76789.3,110259.75,0.0,0.0
Shiroro,63318.0,0.0,63318.0,254541.0,0.0,0.0,77248.6,110918.5,298634.5284525,710586.2
Shogom,40756.0,0.0,0.0,163838.0,0.0,0.0,49721.8,71394.5,297856.7183162499,457374.6
Shomolu,108310.0,0.0,259944.0,0.0,0.0,152645.0,0.0,0.0,0.0,0.0
Silame,28075.0,0.0,0.0,112864.0,0.0,0.0,34252.2,49182.5,112302.0,315074.6
Soba,78883.0,0.0,78883.0,317110.0,0.0,0.0,96237.20000000001,138184.0,315532.0,885256.6
Sokoto South,52428.0,0.0,0.0,210760.0,0.0,0.0,24221.670000000002,0.0,209711.0,588365.7999999999
SokotoNorth,62630.0,0.0,0.0,0.0,0.0,0.0,28935.390000000003,0.0,0.0,0.0
Song,51831.0,0.0,0.0,208362.0,0.0,0.0,23946.120000000003,0.0,414650.0,581672.0
Southern Ijaw,85915.0,0.0,292111.0,345379.0,0.0,121083.0,0.0,0.0,343660.0,964172.9999999999
Sule-Tankarkar,35195.0,0.0,0.0,141486.0,0.0,0.0,42938.600000000006,61654.5,140782.0,394978.6
Suleja,58255.0,0.0,139812.0,0.0,0.0,82101.0,71070.9,102048.25,83961.30676281247,235562.6589358749
Sulere,38214.0,0.0,91713.0,0.0,0.0,53856.0,17654.670000000002,0.0,22076.25781249999,61937.52187499996
Sumaila,68229.0,0.0,68229.0,274282.0,0.0,0.0,83239.70000000001,119521.25,320750.0693275,765696.5999999999
Suru,40409.0,0.0,0.0,162443.0,0.0,0.0,49298.4,70786.0,311208.59413249994,453481.19999999995
Surulere,135557.0,0.0,0.0,544940.0,0.0,0.0,0.0,0.0,542228.0,1521275.4
Tafa,22471.0,0.0,0.0,90336.0,0.0,0.0,27415.2,39365.0,179772.0,252184.8
Tafawa-Balewa,59170.0,0.0,0.0,237862.0,0.0,0.0,72186.7,103650.25,392745.3096615011,664024.3999999999
Tai,31685.0,0.0,76044.0,0.0,0.0,44655.0,0.0,0.0,0.0,0.0
Takai,54533.0,0.0,0.0,219225.0,0.0,0.0,66530.9,95529.75,263780.63675375,611997.2
Takum,36406.0,0.0,87374.0,0.0,0.0,51308.0,16819.440000000002,0.0,145623.0,408560.39999999997
Talata Mafara,57878.0,0.0,0.0,232670.0,0.0,0.0,70611.1,101388.25,231512.0,649530.6
Tambuwal,60501.0,0.0,0.0,243217.0,0.0,0.0,73811.8,105983.5,242006.0,678972.7999999999
Tangaza,30624.0,0.0,0.0,123108.0,0.0,0.0,14148.09,0.0,122495.0,343672.0
Tarauni,59543.0,0.0,0.0,239362.0,0.0,0.0,27508.800000000003,0.0,238171.0,668212.7999999999
Tarka,21382.0,0.0,21382.0,85957.0,0.0,0.0,26086.300000000003,37456.75,150233.62859812498,239960.2
Tarmua,0.0,0.0,0.0,0.0,0.0,0.0,67558.6,97004.5,53701.82170437498,150666.10077224995
Taura,35440.0,0.0,0.0,142468.0,0.0,0.0,16373.28,0.0,159885.3737646875,397719.19999999995
Tofa,26288.0,0.0,26288.0,105680.0,0.0,0.0,32072.0,46052.0,105154.0,295020.19999999995
Toro,94247.0,0.0,0.0,378874.0,0.0,0.0,43542.18,0.0,598012.908961684,1057681.2
Toto,32029.0,0.0,0.0,0.0,0.0,0.0,14797.53,37030.825000000004,128117.0,359445.6
Toungo,13998.0,0.0,13998.0,56271.0,0.0,0.0,17077.3,24521.25,111982.0,157088.8
Tsafe,71550.0,0.0,0.0,287633.0,0.0,0.0,87291.20000000001,125338.5,324289.6091290625,802965.7999999999
Tsanyawa,42412.0,0.0,42412.0,170498.0,0.0,0.0,19594.41,0.0,169649.0,475968.19999999995
Tudun wada,62333.0,0.0,0.0,250581.0,0.0,0.0,76046.9,109193.75,311229.6455540625,699532.2
Tureta,18390.0,0.0,18390.0,73928.0,0.0,0.0,22435.800000000003,32215.5,73560.0,206380.0
Udenu,48003.0,0.0,48003.0,192975.0,0.0,0.0,22177.65,0.0,251860.08577874996,706619.2401804999
Udi,62941.0,0.0,62941.0,253024.0,0.0,0.0,29078.940000000002,0.0,314238.16045843746,881626.8492836249
Udu,38561.0,0.0,131107.0,155015.0,0.0,54345.0,0.0,0.0,154243.0,432744.39999999997
Udung Uko,14331.0,0.0,48725.0,57610.0,0.0,20197.0,6620.79,0.0,57323.0,160826.4
Ughelli North,86349.0,0.0,414476.0,0.0,0.0,243390.0,0.0,0.0,345397.0,969046.6
Ughelli South,57447.0,0.0,275746.0,0.0,0.0,161925.0,0.0,0.0,0.0,0.0
Ugwunagbo,22222.0,0.0,75555.0,89334.0,0.0,31319.0,0.0,0.0,122731.02017625,344334.8564935
Uhunmwonde,32496.0,0.0,155980.0,0.0,0.0,91595.0,0.0,0.0,129984.0,729366.3999999999
Ukanafun,34169.0,0.0,82006.0,0.0,0.0,48156.0,0.0,0.0,0.0,0.0
Ukum,58349.0,0.0,58349.0,234564.0,0.0,0.0,71186.1,102214.25,404064.13389687496,654819.6
Ukwa East,15833.0,0.0,15833.0,63651.0,0.0,0.0,0.0,0.0,107483.86647406247,301556.8261273749
Ukwa West,23819.0,0.0,23819.0,95754.0,0.0,0.0,0.0,0.0,152549.87716812498,427994.65607074986
Ukwuani,32382.0,0.0,110099.0,130177.0,0.0,45638.0,0.0,0.0,205453.66586874996,363407.19999999995
Umu-Nneochi,44093.0,0.0,44093.0,177254.0,0.0,0.0,20370.9,0.0,256234.18721218748,718890.7241941249
Umuahia North,59353.0,0.0,59353.0,238599.0,0.0,0.0,27421.02,0.0,327799.14693718747,919673.6114241248
Umuahia South,37272.0,0.0,37272.0,149835.0,0.0,0.0,17219.73,0.0,205850.5910371875,577534.6549041249
Ungogo,99430.0,0.0,0.0,399707.0,0.0,0.0,45936.33,0.0,397718.0,1115838.4
Uruan,31820.0,0.0,108188.0,127917.0,0.0,44845.0,0.0,0.0,127280.0,357097.0
Urue-Offong/Oruko,19140.0,0.0,91872.0,0.0,0.0,53950.0,0.0,0.0,0.0,0.0
Ushongo,50660.0,0.0,0.0,0.0,0.0,0.0,61804.5,88742.75,164650.91211781243,461945.5539298748
Ussa,24751.0,0.0,59402.0,0.0,0.0,34883.0,11434.83,0.0,99002.0,277760.6
Uvwie,51502.0,0.0,247208.0,0.0,0.0,145166.0,0.0,0.0,0.0,0.0
Uyo,83268.0,0.0,199844.0,0.0,0.0,117354.0,0.0,0.0,0.0,0.0
Uzo-Uwani,33482.0,0.0,0.0,0.0,0.0,0.0,40848.3,58652.75,133929.0,751503.3999999999
Vandeikya,61897.0,0.0,148553.0,0.0,0.0,87234.0,75514.6,108429.0,82784.20069624997,232259.7619494999
Wamakko,48314.0,0.0,0.0,0.0,0.0,0.0,58942.5,84633.75,0.0,0.0
Wamba,19607.0,0.0,0.0,0.0,0.0,0.0,23920.6,34347.5,78428.0,220038.4
Warawa,34641.0,0.0,34641.0,139256.0,0.0,0.0,42261.7,60682.25,138563.0,388752.39999999997
Warii North,36931.0,0.0,125565.0,148462.0,0.0,52048.0,17061.99,0.0,147723.0,414452.39999999997
Warji,30856.0,0.0,0.0,124041.0,0.0,0.0,37644.0,54051.5,246846.0,346276.39999999997
Warri South,81612.0,0.0,277481.0,328082.0,0.0,115019.0,37704.810000000005,0.0,326449.0,915886.2
Warri South West,31385.0,0.0,106708.0,126166.0,0.0,44231.0,14499.54,0.0,125538.0,352210.39999999997
Wasagu/Danko,71334.0,0.0,0.0,286762.0,0.0,0.0,87027.1,124958.75,347877.0383828125,800536.0
Wase,43497.0,0.0,0.0,0.0,0.0,0.0,53066.600000000006,76197.0,173989.0,488144.19999999995
Wudil,49812.0,0.0,0.0,200243.0,0.0,0.0,60770.0,87258.0,199246.0,559004.7999999999
Wukari,64971.0,0.0,64971.0,261182.0,0.0,0.0,30016.47,0.0,259882.0,729125.6
Wurno,43657.0,0.0,43657.0,175502.0,0.0,0.0,53261.600000000006,76477.0,174628.0,489936.39999999997
Wushishi,21998.0,0.0,21998.0,88431.0,0.0,0.0,26837.300000000003,38535.25,175982.0,246867.8
Yabo,30935.0,0.0,0.0,124361.0,0.0,0.0,37741.4,54192.5,123742.0,347170.6
Yagba East,40084.0,0.0,0.0,161137.0,0.0,0.0,0.0,0.0,214849.22799187497,449836.0
Yagba West,37697.0,0.0,0.0,0.0,0.0,0.0,17416.08,0.0,150789.0,423054.19999999995
Yakur,52841.0,0.0,126818.0,0.0,0.0,74471.0,0.0,0.0,59540.55037062499,334094.08207549993
Yala,56712.0,0.0,0.0,227983.0,0.0,0.0,69188.7,99346.25,170063.12748312496,954258.5139054997
Yamaltu/Deba,68656.0,0.0,0.0,275998.0,0.0,0.0,83760.20000000001,120268.5,470202.86626281246,770485.2
Yankwashi,25757.0,0.0,0.0,103544.0,0.0,0.0,11899.800000000001,0.0,136698.70841562498,289055.39999999997
Yauri,26838.0,0.0,0.0,107888.0,0.0,0.0,32742.1,47013.25,107351.0,301184.8
Yenegoa,95042.0,0.0,95042.0,382067.0,0.0,0.0,0.0,0.0,380166.0,1066593.8
Yola North,53324.0,0.0,0.0,0.0,0.0,0.0,24635.82,0.0,32861.83432937499,92198.13612224997
Yola South,52345.0,0.0,0.0,210427.0,0.0,0.0,63860.9,91695.75,248969.79466031247,587437.0
