"WHO_region","Country","ISO2","Country_ID","ADMIN1_NAME","ADMIN1_ID","IU_Name","District_ID","IU_ID","Endemicity","MDA_status","MDA_start_APOC","IVM_APOC_duration","start_year","end_year","Period","PopReq","PopTreat","Cov","MDA","EffMDA","MDA_n","EffMDA_n","Composite_IU_ID"
"AFRO","Nigeria","NG",34,"Katsina",474,"Mani",2024,36775,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",185756,199540,107.420487090592,1,1,1,1,"ANGA0379536775"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Arewa",2034,36785,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",193171,193000,99.9114773956753,1,1,1,1,"ANGA0379636785"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Bagudo",2037,36788,"Endemic (under MDA)","Under PC (Endemic)","1999",15,2017,2017,"Annual",249629,237878,95.2926142395315,1,1,1,1,"ANGA0379636788"
"AFRO","Nigeria","NG",34,"Katsina",474,"Mashi",2025,36776,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",181734,151269,83.2364884941728,1,1,1,1,"ANGA0379536776"
"AFRO","Nigeria","NG",34,"Katsina",474,"Matazu",2026,36777,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",121052,110023,90.8890394210752,1,1,1,1,"ANGA0379536777"
"AFRO","Nigeria","NG",34,"Katsina",474,"Musawa",2027,36778,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",180243,163034,90.4523337938228,1,1,1,1,"ANGA0379536778"
"AFRO","Nigeria","NG",34,"Katsina",474,"Rimi",2028,36779,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",161380,156258,96.8261246746809,1,1,1,1,"ANGA0379536779"
"AFRO","Nigeria","NG",34,"Katsina",474,"Sabuwa",2029,36780,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",142808,126584,88.6392919164193,1,1,1,1,"ANGA0379536780"
"AFRO","Nigeria","NG",34,"Katsina",474,"Safana",2030,36781,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",192908,162062,84.0099944014763,1,1,1,1,"ANGA0379536781"
"AFRO","Nigeria","NG",34,"Katsina",474,"Zango",2032,36783,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",162429,135778,83.5922156757722,1,1,1,1,"ANGA0379536783"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Aliero",2033,36784,"Consider Oncho Elimination Mapping","PC Not yet required",null,0,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0379636784"
"AFRO","Nigeria","NG",34,"Abia",454,"Ukwa West",1599,36350,"Endemic (under MDA)","Under PC (Endemic)","1998",13,2017,2017,"Annual",92954,79945,86.0049056522581,1,1,1,1,"ANGA0377536350"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Argungu",2035,36786,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",205194,204028,99.4317572638576,1,1,1,1,"ANGA0379636786"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Augie",2036,36787,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",123112,118276,96.0718695171876,1,1,1,1,"ANGA0379636787"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Birnin Kebbi",2038,36789,"Unknown (under LF MDA)","PC Not yet required",null,1,2017,2017,"Annual",281752,237285,84.2176807972969,1,1,1,1,"ANGA0379636789"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Wasagu/Danko",2051,36802,"Endemic (under MDA)","Under PC (Endemic)","1999",15,2017,2017,"Annual",278375,276000,99.1468343062416,1,1,1,1,"ANGA0379636802"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Ngaski (Wara)",2047,36798,"Endemic (under MDA)","Under PC (Endemic)","1999",15,2017,2017,"Annual",130963,128222,97.9070424471034,1,1,1,1,"ANGA0379636798"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Bunza",2039,36790,"Endemic (under MDA)","Under PC (Endemic)","2015",1,2017,2017,"Annual",127494,117002,91.770593125951,1,1,1,1,"ANGA0379636790"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Dandi",2040,36791,"Unknown (under LF MDA)","PC Not yet required",null,5,2017,2017,"Annual",151439,137833,91.0155244025647,1,1,1,1,"ANGA0379636791"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Fakai",2041,36792,"Endemic (under MDA)","Under PC (Endemic)","1999",15,2017,2017,"Annual",127232,127829,100.469221579477,1,1,1,1,"ANGA0379636792"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Gwandu",2042,36793,"Unknown (under LF MDA)","PC Not yet required",null,1,2017,2017,"Annual",158520,147341,92.9478930103457,1,1,1,1,"ANGA0379636793"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Jega",2043,36794,"Unknown (under LF MDA)","PC Not yet required",null,1,2017,2017,"Annual",202956,201078,99.0746762845149,1,1,1,1,"ANGA0379636794"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Kalgo",2044,36795,"Unknown (under LF MDA)","PC Not yet required",null,1,2017,2017,"Annual",89645,78812,87.9156673545652,1,1,1,1,"ANGA0379636795"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Koko/Besse",2045,36796,"Unknown (under LF MDA)","PC Not yet required",null,1,2017,2017,"Annual",162284,154559,95.2398264770402,1,1,1,1,"ANGA0379636796"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Maiyama",2046,36797,"Unknown (under LF MDA)","PC Not yet required",null,1,2017,2017,"Annual",184412,164378,89.1362818037872,1,1,1,1,"ANGA0379636797"
"AFRO","Nigeria","NG",34,"Kebbi",475,"Sakaba",2048,36799,"Endemic (under MDA)","Under PC (Endemic)","1999",15,2017,2017,"Annual",94404,91000,96.3942205838736,1,1,1,1,"ANGA0379636799"
"AFRO","Nigeria","NG",34,"Abia",454,"Umuahia North",1600,36352,"Endemic (under MDA)","Under PC (Endemic)","2015",3,2017,2017,"Annual",231620,204478,88.2816682497194,1,1,1,1,"ANGA0377536352"
"AFRO","Nigeria","NG",34,"Abia",454,"Umuahia South",1601,36353,"Endemic (under MDA)","Under PC (Endemic)","2015",3,2017,2017,"Annual",145452,142453,97.9381514176498,1,1,1,1,"ANGA0377536353"
"AFRO","Nigeria","NG",34,"Rivers",486,"Oyigbo",2287,37038,"Consider Oncho Elimination Mapping","PC Not yet required",null,0,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380737038"
"AFRO","Nigeria","NG",34,"Rivers",486,"Port-Harcourt",2288,37039,"Consider Oncho Elimination Mapping","PC Not yet required",null,0,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380737039"
"AFRO","Nigeria","NG",34,"Imo",470,"Ihitte-Uboma",1884,36635,"Endemic (under MDA)","Under PC (Endemic)","1998",15,2017,2017,"Annual",126742,108070,85.2677092045257,1,1,1,1,"ANGA0379136635"
"AFRO","Nigeria","NG",34,"Osun",483,"Aiyedire",2188,36939,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",79614,84756,106.458663049212,1,1,1,1,"ANGA0380436939"
"AFRO","Nigeria","NG",34,"Osun",483,"Bolowaduro",2191,36942,"Consider Oncho Elimination Mapping","PC Not yet required",null,1,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436942"
"AFRO","Nigeria","NG",34,"Osun",483,"Boripe (Ela)",2192,36943,"Endemic (under MDA)","Under PC (Endemic)","1998",15,2017,2017,"Annual",146280,147678,100.955701394586,1,1,1,1,"ANGA0380436943"
"AFRO","Nigeria","NG",34,"Osun",483,"Ede North",2193,36944,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",87995,77121,87.6424796863458,1,1,1,1,"ANGA0380436944"
"AFRO","Nigeria","NG",34,"Osun",483,"Ede South",2194,36945,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436945"
"AFRO","Nigeria","NG",34,"Osun",483,"Egbedore",2195,36946,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",78132,70827,90.6504377207802,1,1,1,1,"ANGA0380436946"
"AFRO","Nigeria","NG",34,"Osun",483,"Ejigbo",2196,36947,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",139229,145630,104.597461735702,1,1,1,1,"ANGA0380436947"
"AFRO","Nigeria","NG",34,"Osun",483,"Ife East",2198,36949,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436949"
"AFRO","Nigeria","NG",34,"Osun",483,"Ife North",2199,36950,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436950"
"AFRO","Nigeria","NG",34,"Osun",483,"Ife South",2200,36951,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436951"
"AFRO","Nigeria","NG",34,"Osun",483,"Ife Central",2197,36948,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436948"
"AFRO","Nigeria","NG",34,"Osun",483,"Ifedayo",2201,36952,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436952"
"AFRO","Nigeria","NG",34,"Osun",483,"Ifelodun (Osun)",2202,36953,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",101554,93055,91.6310534297024,1,1,1,1,"ANGA0380436953"
"AFRO","Nigeria","NG",34,"Osun",483,"Ilesha East",2204,36955,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436955"
"AFRO","Nigeria","NG",34,"Osun",483,"Ila",2203,36954,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436954"
"AFRO","Nigeria","NG",34,"Osun",483,"Ilesha West",2205,36956,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436956"
"AFRO","Nigeria","NG",34,"Osun",483,"Irepodun (Osun)",2206,36957,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436957"
"AFRO","Nigeria","NG",34,"Osun",483,"Irewole",2207,36958,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436958"
"AFRO","Nigeria","NG",34,"Edo",465,"Ovia South West",1824,36575,"Endemic (under MDA)","Under PC (Endemic)","1999",17,2017,2017,"Annual",138614,133774,96.5082892059965,1,1,1,1,"ANGA0378636575"
"AFRO","Nigeria","NG",34,"Osun",483,"Isokan",2208,36959,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436959"
"AFRO","Nigeria","NG",34,"Osun",483,"Iwo",2209,36960,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436960"
"AFRO","Nigeria","NG",34,"Osun",483,"Obokun",2210,36961,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",122298,118855,97.1847454578162,1,1,1,1,"ANGA0380436961"
"AFRO","Nigeria","NG",34,"Osun",483,"Odo-Otin",2211,36962,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436962"
"AFRO","Nigeria","NG",34,"Osun",483,"Ola-Oluwa",2212,36963,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436963"
"AFRO","Nigeria","NG",34,"Osun",483,"Olorunda",2213,36964,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",138306,129984,93.9829074660535,1,1,1,1,"ANGA0380436964"
"AFRO","Nigeria","NG",34,"Osun",483,"Orolu",2215,36967,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436967"
"AFRO","Nigeria","NG",34,"Osun",483,"Oriade",2214,36965,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",155998,155288,99.54486595982,1,1,1,1,"ANGA0380436965"
"AFRO","Nigeria","NG",34,"Osun",483,"Oshogbo",2216,36966,"Consider Oncho Elimination Mapping","PC Not yet required",null,1,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0380436966"
"AFRO","Nigeria","NG",34,"Imo",470,"Ideato-South",1883,36634,"Endemic (under MDA)","Under PC (Endemic)","1998",15,2017,2017,"Annual",167820,165498,98.6163746871648,1,1,1,1,"ANGA0379136634"
"AFRO","Nigeria","NG",34,"Oyo",484,"Afijio",2217,36968,"Endemic (under MDA)","Under PC (Endemic)","2015",1,2017,2017,"Annual",140837,22116,15.7032597967864,1,0,1,0,"ANGA0380536968"
"AFRO","Nigeria","NG",34,"Imo",470,"Ideato North",1882,36633,"Endemic (under MDA)","Under PC (Endemic)","1998",15,2017,2017,"Annual",166274,149442,89.8769500944225,1,1,1,1,"ANGA0379136633"
"AFRO","Nigeria","NG",34,"Bauchi",458,"Warji",1694,36445,"Endemic (under MDA)","Under PC (Endemic)","2000",16,2017,2017,"Annual",150523,227995,151.468546335112,1,1,1,1,"ANGA0377936445"
"AFRO","Nigeria","NG",34,"Edo",465,"Owan East",1825,36576,"Endemic (under MDA)","Under PC (Endemic)","1999",17,2017,2017,"Annual",158101,147872,93.5300851987021,1,1,1,1,"ANGA0378636576"
"AFRO","Nigeria","NG",34,"Bauchi",458,"Tafawa Balewa",1692,36443,"Endemic (under MDA)","Under PC (Endemic)","2000",16,2017,2017,"Annual",230914,227997,98.7367591397663,1,1,1,1,"ANGA0377936443"
"AFRO","Nigeria","NG",34,"Bauchi",458,"Toro",1693,36444,"Endemic (under MDA)","Under PC (Endemic)","2000",16,2017,2017,"Annual",367808,227700,61.9072994605881,1,0,1,0,"ANGA0377936444"
"AFRO","Nigeria","NG",34,"Bayelsa",459,"Brass",1696,36447,"Consider Oncho Elimination Mapping","PC Not yet required",null,0,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0378036447"
"AFRO","Nigeria","NG",34,"Edo",465,"Owan West",1826,36577,"Endemic (under MDA)","Under PC (Endemic)","1999",17,2017,2017,"Annual",99732,94948,95.2031444270645,1,1,1,1,"ANGA0378636577"
"AFRO","Nigeria","NG",34,"Bauchi",458,"Shira",1691,36442,"Consider Oncho Elimination Mapping","PC Not yet required",null,0,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0377936442"
"AFRO","Nigeria","NG",34,"Bauchi",458,"Zaki",1695,36446,"Consider Oncho Elimination Mapping","PC Not yet required",null,0,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0377936446"
"AFRO","Nigeria","NG",34,"Kwara",477,"Oyun",2089,36827,"Endemic (under MDA)","Under PC (Endemic)","1999",15,2017,2017,"Annual",98934,112531,113.743505771524,1,1,1,1,"ANGA0379836827"
"AFRO","Nigeria","NG",34,"Abia",454,"Ikwuano",1590,36341,"Endemic (under MDA)","Under PC (Endemic)","1998",17,2017,2017,"Annual",144848,142106,98.1069811112338,1,1,1,1,"ANGA0377536341"
"AFRO","Nigeria","NG",34,"Abia",454,"Isiala Ngwa South",1592,36343,"Endemic (under MDA)","Under PC (Endemic)","2015",3,2017,2017,"Annual",141455,140567,99.3722385210844,1,1,1,1,"ANGA0377536343"
"AFRO","Nigeria","NG",34,"Abia",454,"Isiala Ngwa North",1591,36342,"Endemic (under MDA)","Under PC (Endemic)","2015",3,2017,2017,"Annual",161369,128809,79.8226425149812,1,1,1,1,"ANGA0377536342"
"AFRO","Nigeria","NG",34,"Abia",454,"Isiukwuato",1593,36344,"Endemic (under MDA)","Under PC (Endemic)","1998",17,2017,2017,"Annual",120126,104307,86.8313271065381,1,1,1,1,"ANGA0377536344"
"AFRO","Nigeria","NG",34,"Edo",465,"Oredo",1821,36572,"Consider Oncho Elimination Mapping","PC Not yet required",null,0,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0378636572"
"AFRO","Nigeria","NG",34,"Abia",454,"Obingwa",1594,36345,"Endemic (MDA not started)","PC Not yet started (Endemic)",null,0,2017,2017,"Annual",190451,153985,80.8528177851521,1,1,1,1,"ANGA0377536345"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Wurno",2311,37062,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",170369,149704,87.8704459144563,1,1,1,1,"ANGA0380837062"
"AFRO","Nigeria","NG",34,"Sokoto",487,"Yabo",2312,37063,"Unknown (under LF MDA)","PC Not yet required",null,6,2017,2017,"Annual",120723,115384,95.5774790222244,1,1,1,1,"ANGA0380837063"
"AFRO","Nigeria","NG",34,"Taraba",488,"Bali",2314,37065,"Endemic (under MDA)","Under PC (Endemic)","1997",17,2017,2017,"Annual",219312,227144,103.571168016342,1,1,1,1,"ANGA0380937065"
"AFRO","Nigeria","NG",34,"Zamfara",490,"Maradun",2354,37105,"Unknown (under LF MDA)","PC Not yet required",null,7,2017,2017,"Annual",221325,181889,82.1818592567491,1,1,1,1,"ANGA0381137105"
"AFRO","Nigeria","NG",34,"Zamfara",490,"Maru",2355,37106,"Endemic (under MDA)","Under PC (Endemic)","1998",16,2017,2017,"Annual",306398,302428,98.7042996364206,1,1,1,1,"ANGA0381137106"
"AFRO","Nigeria","NG",34,"Borno",461,"Damboa",1733,36484,"Endemic (under MDA)","Under PC (Endemic)","1999",14,2017,2017,"Annual",243075,45874,18.8723644965546,1,0,1,0,"ANGA0378236484"
"AFRO","Nigeria","NG",34,"Taraba",488,"Ardo-Kola",2313,37064,"Endemic (under MDA)","Under PC (Endemic)","1997",16,2017,2017,"Annual",91238,89619,98.2255200683926,1,1,1,1,"ANGA0380937064"
"AFRO","Nigeria","NG",34,"Zamfara",490,"Shinkafi",2356,37107,"Unknown (under LF MDA)","PC Not yet required",null,6,2017,2017,"Annual",142386,108104,75.9231946961078,1,1,1,1,"ANGA0381137107"
"AFRO","Nigeria","NG",34,"Zamfara",490,"Talatan Mafara",2357,37108,"Unknown (under LF MDA)","PC Not yet required",null,7,2017,2017,"Annual",225866,239416,105.999132228844,1,1,1,1,"ANGA0381137108"
"AFRO","Nigeria","NG",34,"Borno",461,"Mafa",1745,36496,"Consider Oncho Elimination Mapping","PC Not yet required",null,0,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0378236496"
"AFRO","Nigeria","NG",34,"Borno",461,"Magumeri",1746,36497,"Consider Oncho Elimination Mapping","PC Not yet required",null,0,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0378236497"
"AFRO","Nigeria","NG",34,"Borno",461,"Bayo",1730,36481,"Endemic (under MDA)","Under PC (Endemic)","1999",13,2017,2017,"Annual",103626,154269,148.870939725551,1,1,1,1,"ANGA0378236481"
"AFRO","Nigeria","NG",34,"Borno",461,"Biu",1731,36482,"Endemic (under MDA)","Under PC (Endemic)","1999",14,2017,2017,"Annual",184817,257640,139.402760568562,1,1,1,1,"ANGA0378236482"
"AFRO","Nigeria","NG",34,"Borno",461,"Chibok",1732,36483,"Endemic (under MDA)","Under PC (Endemic)","1999",13,2017,2017,"Annual",69388,66026,95.1547818066524,1,1,1,1,"ANGA0378236483"
"AFRO","Nigeria","NG",34,"Borno",461,"Dikwa",1734,36485,"Endemic (under MDA)","Under PC (Endemic)","1999",13,2017,2017,"Annual",111169,91381,82.2000737615702,1,1,1,1,"ANGA0378236485"
"AFRO","Nigeria","NG",34,"Borno",461,"Gubio",1735,36486,"Consider Oncho Elimination Mapping","PC Not yet required",null,0,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0378236486"
"AFRO","Nigeria","NG",34,"Borno",461,"Guzamala",1736,36487,"Consider Oncho Elimination Mapping","PC Not yet required",null,0,2017,2017,"Annual",0,0,0,0,0,0,0,"ANGA0378236487"
"AFRO","Nigeria","NG",34,"Edo",465,"Etsako West",1818,36569,"Endemic (under MDA)","Under PC (Endemic)","1999",17,2017,2017,"Annual",202365,196551,97.1269735379142,1,1,1,1,"ANGA0378636569"
"AFRO","Nigeria","NG",34,"Edo",465,"Orhionmwon",1822,36573,"Endemic (MDA not started)","PC Not yet started (Endemic)",null,0,2017,2017,"Annual",187114,155880,83.3075023782293,1,1,1,1,"ANGA0378636573"
"AFRO","Nigeria","NG",34,"Niger",480,"Paikoro",2142,36893,"Unknown (under LF MDA)","PC Not yet required",null,4,2017,2017,"Annual",165938,135481,81.645554363678,1,1,1,1,"ANGA0380136893"
"AFRO","Nigeria","NG",34,"Niger",480,"Rafi",2143,36894,"Endemic (under MDA)","Under PC (Endemic)","2000",15,2017,2017,"Annual",190966,190078,99.5349957584072,1,1,1,1,"ANGA0380136894"
"AFRO","Nigeria","NG",34,"Niger",480,"Shiroro",2145,36896,"Endemic (under MDA)","Under PC (Endemic)","2000",15,2017,2017,"Annual",247096,229585,92.9132806682423,1,1,1,1,"ANGA0380136896"
"AFRO","Nigeria","NG",34,"Edo",465,"Igugben",1819,36570,"Endemic (under MDA)","Under PC (Endemic)","1999",17,2017,2017,"Annual",71315,69562,97.5418916076562,1,1,1,1,"ANGA0378636570"
"AFRO","Nigeria","NG",34,"Edo",465,"Ikpoba-Okha",1820,36571,"Endemic (MDA not started)","PC Not yet started (Endemic)",null,0,2017,2017,"Annual",380037,331726,87.2878167125833,1,1,1,1,"ANGA0378636571"
"AFRO","Nigeria","NG",34,"Niger",480,"Muyan",2141,36892,"Endemic (under MDA)","Under PC (Endemic)","2000",15,2017,2017,"Annual",108799,111593,102.568038309176,1,1,1,1,"ANGA0380136892"
"AFRO","Nigeria","NG",34,"Niger",480,"Rijau",2144,36895,"Endemic (under MDA)","Under PC (Endemic)","2000",15,2017,2017,"Annual",184797,184363,99.7651477026142,1,1,1,1,"ANGA0380136895"
"AFRO","Nigeria","NG",34,"Niger",480,"Suleja",2146,36897,"Endemic (under MDA)","Under PC (Endemic)","2000",15,2017,2017,"Annual",227335,229586,100.990168693778,1,1,1,1,"ANGA0380136897"
"AFRO","Nigeria","NG",34,"Niger",480,"Tafa",2147,36898,"Endemic (under MDA)","Under PC (Endemic)","2000",15,2017,2017,"Annual",87694,85682,97.7056583118571,1,1,1,1,"ANGA0380136898"
"AFRO","Nigeria","NG",34,"Niger",480,"Wushishi",2148,36899,"Endemic (under MDA)","Under PC (Endemic)","2000",15,2017,2017,"Annual",85845,84077,97.9404741103151,1,1,1,1,"ANGA0380136899"
"AFRO","Nigeria","NG",34,"Ogun",481,"Abeokuta North",2149,36900,"Endemic (under MDA)","Under PC (Endemic)","2001",12,2017,2017,"Annual",211329,173779,82.2314968603457,1,1,1,1,"ANGA0380236900"
"AFRO","Nigeria","NG",34,"Kano",473,"Gwale",1972,36723,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",380043,380576,100.140247287807,1,1,1,1,"ANGA0379436723"
"AFRO","Nigeria","NG",34,"Ogun",481,"Abeokuta South",2150,36901,"Endemic (under MDA)","Under PC (Endemic)","2001",12,2017,2017,"Annual",262709,223997,85.2643038495065,1,1,1,1,"ANGA0380236901"
"AFRO","Nigeria","NG",34,"Kano",473,"Gaya",1970,36721,"Endemic (under MDA)","Under PC (Endemic)","1999",16,2017,2017,"Annual",211000,210518,99.7715639810427,1,1,1,1,"ANGA0379436721"
"AFRO","Nigeria","NG",34,"Kano",473,"Gezawa",1971,36722,"Unknown (under LF MDA)","PC Not yet required",null,3,2017,2017,"Annual",296079,299349,101.104434964992,1,1,1,1,"ANGA0379436722"
"AFRO","Nigeria","NG",34,"Kano",473,"Gwarzo",1973,36724,"Endemic (under MDA)","Under PC (Endemic)","1999",16,2017,2017,"Annual",193126,156840,81.2112299742137,1,1,1,1,"ANGA0379436724"
"AFRO","Nigeria","NG",34,"Kano",473,"Kabo",1974,36725,"Endemic (under MDA)","Under PC (Endemic)","1999",16,2017,2017,"Annual",161469,160808,99.5906334962129,1,1,1,1,"ANGA0379436725"
"AFRO","Nigeria","NG",34,"Katsina",474,"Daura",2008,36759,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",230634,208195,90.2707319822749,1,1,1,1,"ANGA0379536759"
"AFRO","Nigeria","NG",34,"Katsina",474,"Dutsi",2009,36760,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",125985,138145,109.65194269159,1,1,1,1,"ANGA0379536760"
"AFRO","Nigeria","NG",34,"Katsina",474,"Dutsin-Ma",2010,36761,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",178098,166593,93.5400734427113,1,1,1,1,"ANGA0379536761"
"AFRO","Nigeria","NG",34,"Katsina",474,"Faskari",2011,36762,"Unknown (under LF MDA)","PC Not yet required",null,2,2017,2017,"Annual",205772,183425,89.1399218552573,1,1,1,1,"ANGA0379536762"
"AFRO","Nigeria","NG",34,"Edo",465,"Uhunmuonde",1827,36578,"Endemic (under MDA)","Under PC (Endemic)","1999",17,2017,2017,"Annual",71407,203313,284.724186704385,1,1,1,1,"ANGA0378636578"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Ado Ekiti",1828,36579,"Endemic (under MDA)","Under PC (Endemic)","2000",17,2017,2017,"Annual",323949,312181,96.3673294253108,1,1,1,1,"ANGA0378736579"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Efon",1829,36581,"Endemic (under MDA)","Under PC (Endemic)","2000",17,2017,2017,"Annual",91259,89116,97.6517384586726,1,1,1,1,"ANGA0378736581"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Ekiti East",1830,36582,"Endemic (under MDA)","Under PC (Endemic)","2000",16,2017,2017,"Annual",144808,152488,105.303574388155,1,1,1,1,"ANGA0378736582"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Ekiti South West",1831,36583,"Endemic (under MDA)","Under PC (Endemic)","2000",16,2017,2017,"Annual",173486,166699,96.0878687617445,1,1,1,1,"ANGA0378736583"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Ekiti West",1832,36584,"Endemic (under MDA)","Under PC (Endemic)","2000",16,2017,2017,"Annual",188828,188901,100.038659520834,1,1,1,1,"ANGA0378736584"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Emure",1833,36585,"Endemic (under MDA)","Under PC (Endemic)","2000",16,2017,2017,"Annual",98548,98627,100.080163981004,1,1,1,1,"ANGA0378736585"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Gbonyin",1834,36580,"Endemic (under MDA)","Under PC (Endemic)","2000",17,2017,2017,"Annual",155554,159862,102.769456265991,1,1,1,1,"ANGA0378736580"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Ido-Osi",1835,36586,"Endemic (under MDA)","Under PC (Endemic)","2000",16,2017,2017,"Annual",167017,156505,93.7060299250974,1,1,1,1,"ANGA0378736586"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Ijero",1836,36587,"Endemic (under MDA)","Under PC (Endemic)","2000",16,2017,2017,"Annual",263892,241199,91.4006487502463,1,1,1,1,"ANGA0378736587"
"AFRO","Nigeria","NG",34,"Ekiti",466,"Ikere",1837,36588,"Endemic (under MDA)","Under PC (Endemic)","2000",16,2017,2017,"Annual",154674,132412,85.6071479369513,1,1,1,1,"ANGA0378736588"
